longitude,latitude,housing_median_age,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,rooms_per_household
-122.26,37.83,52.0,419.0,946.0,395.0,2.0978,155400.0,0.0,0.0,1.0,0.0,4.215189873417722
-122.26,37.83,51.0,311.0,517.0,249.0,1.2852,150000.0,0.0,0.0,1.0,0.0,3.7590361445783134
-122.26,37.84,49.0,202.0,462.0,189.0,1.025,118800.0,0.0,0.0,1.0,0.0,3.7724867724867726
-122.26,37.84,52.0,202.0,467.0,198.0,3.9643,188800.0,0.0,0.0,1.0,0.0,4.797979797979798
-122.26,37.83,52.0,311.0,660.0,292.0,3.0125,184400.0,0.0,0.0,1.0,0.0,4.941780821917808
-122.26,37.83,52.0,420.0,718.0,382.0,2.6768,182300.0,0.0,0.0,1.0,0.0,4.335078534031414
-122.26,37.83,50.0,322.0,616.0,304.0,2.026,142500.0,0.0,0.0,1.0,0.0,3.700657894736842
-122.27,37.82,43.0,312.0,558.0,253.0,1.7348,137500.0,0.0,0.0,1.0,0.0,3.9802371541501977
-122.26,37.82,40.0,195.0,423.0,160.0,0.9506,187500.0,0.0,0.0,1.0,0.0,3.9
-122.27,37.82,40.0,375.0,700.0,352.0,1.775,112500.0,0.0,0.0,1.0,0.0,2.6875
-122.27,37.82,21.0,453.0,735.0,438.0,0.9218,171900.0,0.0,0.0,1.0,0.0,2.045662100456621
-122.27,37.82,43.0,456.0,1061.0,407.0,1.5045,93800.0,0.0,0.0,1.0,0.0,4.58968058968059
-122.27,37.82,41.0,853.0,1959.0,720.0,1.1108,97500.0,0.0,0.0,1.0,0.0,4.473611111111111
-122.27,37.82,52.0,456.0,1162.0,400.0,1.2475,104200.0,0.0,0.0,1.0,0.0,4.075
-122.28,37.82,52.0,235.0,701.0,233.0,1.6098,87500.0,0.0,0.0,1.0,0.0,5.021459227467811
-122.28,37.82,52.0,243.0,576.0,220.0,1.4113,83100.0,0.0,0.0,1.0,0.0,4.295454545454546
-122.28,37.82,52.0,288.0,622.0,259.0,1.5057,87500.0,0.0,0.0,1.0,0.0,4.77992277992278
-122.28,37.82,52.0,335.0,728.0,244.0,0.8172,85300.0,0.0,0.0,1.0,0.0,6.102459016393443
-122.28,37.82,52.0,341.0,1074.0,304.0,1.2171,80300.0,0.0,0.0,1.0,0.0,4.5625
-122.29,37.82,2.0,43.0,94.0,57.0,2.5625,60000.0,0.0,0.0,1.0,0.0,2.7719298245614037
-122.29,37.83,52.0,211.0,554.0,187.0,3.3929,75700.0,0.0,0.0,1.0,0.0,5.994652406417113
-122.29,37.82,49.0,29.0,86.0,23.0,6.1183,75000.0,0.0,0.0,1.0,0.0,5.869565217391305
-122.29,37.81,50.0,190.0,377.0,122.0,0.9011,86100.0,0.0,0.0,1.0,0.0,6.229508196721311
-122.3,37.81,52.0,237.0,521.0,159.0,1.191,76100.0,0.0,0.0,1.0,0.0,7.69811320754717
-122.3,37.81,48.0,182.0,392.0,133.0,2.5938,73500.0,0.0,0.0,1.0,0.0,6.225563909774436
-122.3,37.81,52.0,209.0,604.0,187.0,1.1667,78400.0,0.0,0.0,1.0,0.0,5.401069518716578
-122.3,37.81,48.0,354.0,788.0,332.0,0.8056,84400.0,0.0,0.0,1.0,0.0,4.382530120481928
-122.29,37.8,52.0,244.0,492.0,147.0,2.6094,81300.0,0.0,0.0,1.0,0.0,6.98639455782313
-122.3,37.81,52.0,109.0,274.0,82.0,1.8516,85000.0,0.0,0.0,1.0,0.0,6.975609756097561
-122.29,37.81,46.0,644.0,1823.0,611.0,0.9802,129200.0,0.0,0.0,1.0,0.0,4.584288052373159
-122.29,37.81,26.0,152.0,392.0,127.0,1.7719,82500.0,0.0,0.0,1.0,0.0,6.047244094488189
-122.29,37.81,46.0,297.0,582.0,277.0,0.7286,95200.0,0.0,0.0,1.0,0.0,3.375451263537906
-122.29,37.81,49.0,204.0,560.0,152.0,1.75,75000.0,0.0,0.0,1.0,0.0,5.552631578947368
-122.29,37.81,46.0,4.0,18.0,7.0,0.4999,67500.0,0.0,0.0,1.0,0.0,1.7142857142857142
-122.29,37.81,20.0,161.0,290.0,133.0,2.483,137500.0,0.0,0.0,1.0,0.0,6.2781954887218046
-122.28,37.81,17.0,462.0,762.0,439.0,0.9241,177500.0,0.0,0.0,1.0,0.0,2.8177676537585423
-122.28,37.81,36.0,562.0,1236.0,509.0,2.4464,102100.0,0.0,0.0,1.0,0.0,5.724950884086444
-122.28,37.81,19.0,243.0,721.0,207.0,1.1111,108300.0,0.0,0.0,1.0,0.0,5.830917874396135
-122.29,37.81,23.0,374.0,1054.0,325.0,0.8026,112500.0,0.0,0.0,1.0,0.0,5.369230769230769
-122.28,37.8,38.0,176.0,344.0,155.0,2.0114,131300.0,0.0,0.0,1.0,0.0,4.412903225806452
-122.28,37.81,17.0,289.0,609.0,289.0,1.5,162500.0,0.0,0.0,1.0,0.0,3.1972318339100347
-122.27,37.81,52.0,56.0,183.0,56.0,1.1667,112500.0,0.0,0.0,1.0,0.0,3.75
-122.28,37.81,52.0,97.0,200.0,87.0,1.5208,112500.0,0.0,0.0,1.0,0.0,3.9080459770114944
-122.28,37.81,52.0,164.0,346.0,155.0,0.8075,137500.0,0.0,0.0,1.0,0.0,2.490322580645161
-122.28,37.81,35.0,184.0,467.0,169.0,1.8088,118800.0,0.0,0.0,1.0,0.0,5.609467455621302
-122.28,37.81,52.0,143.0,377.0,115.0,2.4083,98200.0,0.0,0.0,1.0,0.0,6.721739130434782
-122.27,37.81,40.0,451.0,582.0,380.0,0.977,118800.0,0.0,0.0,1.0,0.0,2.3157894736842106
-122.27,37.81,10.0,348.0,546.0,330.0,0.76,162500.0,0.0,0.0,1.0,0.0,2.6515151515151514
-122.27,37.8,10.0,42.0,125.0,39.0,0.9722,137500.0,0.0,0.0,1.0,0.0,2.6923076923076925
-122.27,37.8,16.0,392.0,800.0,362.0,2.0938,162500.0,0.0,0.0,1.0,0.0,2.74585635359116
-122.28,37.8,52.0,87.0,904.0,88.0,0.8668,137500.0,0.0,0.0,1.0,0.0,2.4431818181818183
-122.28,37.8,52.0,31.0,191.0,34.0,0.75,162500.0,0.0,0.0,1.0,0.0,2.823529411764706
-122.27,37.79,27.0,347.0,718.0,302.0,2.6354,187500.0,0.0,0.0,1.0,0.0,3.493377483443709
-122.27,37.8,39.0,623.0,1327.0,467.0,1.8477,179200.0,0.0,0.0,1.0,0.0,3.6723768736616704
-122.26,37.8,36.0,2477.0,3469.0,2323.0,2.0096,130000.0,0.0,0.0,1.0,0.0,2.294016358157555
-122.26,37.82,31.0,1331.0,2048.0,1180.0,2.8345,183800.0,0.0,0.0,1.0,0.0,3.8949152542372882
-122.26,37.81,29.0,107.0,202.0,91.0,2.0062,125000.0,0.0,0.0,1.0,0.0,3.681318681318681
-122.26,37.82,22.0,1270.0,2024.0,1250.0,1.2185,170000.0,0.0,0.0,1.0,0.0,2.9456
-122.26,37.82,37.0,1085.0,1838.0,980.0,2.6104,193100.0,0.0,0.0,1.0,0.0,3.7071428571428573
-122.25,37.81,29.0,1414.0,2304.0,1250.0,2.4912,257800.0,0.0,0.0,1.0,0.0,3.7248
-122.25,37.81,28.0,1603.0,2563.0,1497.0,3.2177,273400.0,0.0,0.0,1.0,0.0,3.8784235136940546
-122.25,37.81,39.0,242.0,389.0,228.0,3.125,237500.0,0.0,0.0,1.0,0.0,3.745614035087719
-122.25,37.81,52.0,701.0,895.0,613.0,2.5795,350000.0,0.0,0.0,1.0,0.0,3.5154975530179446
-122.26,37.81,34.0,1914.0,2689.0,1789.0,2.8406,335700.0,0.0,0.0,1.0,0.0,3.281721632196758
-122.24,37.82,52.0,225.0,674.0,244.0,4.9306,313400.0,0.0,0.0,1.0,0.0,6.184426229508197
-122.24,37.81,52.0,482.0,709.0,456.0,3.2727,268500.0,0.0,0.0,1.0,0.0,4.442982456140351
-122.25,37.81,52.0,460.0,686.0,422.0,3.1691,259400.0,0.0,0.0,1.0,0.0,4.165876777251185
-122.24,37.82,52.0,751.0,1444.0,718.0,3.9,275700.0,0.0,0.0,1.0,0.0,4.848189415041783
-122.25,37.82,28.0,855.0,1520.0,802.0,3.9063,225000.0,0.0,0.0,1.0,0.0,4.160847880299252
-122.25,37.82,52.0,289.0,550.0,253.0,5.0917,262500.0,0.0,0.0,1.0,0.0,5.628458498023716
-122.25,37.82,32.0,1098.0,1806.0,1022.0,2.6429,218500.0,0.0,0.0,1.0,0.0,3.7270058708414875
-122.25,37.82,26.0,1196.0,1749.0,1217.0,3.0233,255000.0,0.0,0.0,1.0,0.0,3.2530813475760065
-122.25,37.83,52.0,559.0,939.0,519.0,3.1484,224100.0,0.0,0.0,1.0,0.0,4.578034682080925
-122.25,37.83,35.0,428.0,675.0,422.0,3.4722,243100.0,0.0,0.0,1.0,0.0,3.822274881516588
-122.25,37.83,52.0,287.0,534.0,291.0,3.1429,231600.0,0.0,0.0,1.0,0.0,4.3951890034364265
-122.25,37.83,28.0,1750.0,2558.0,1661.0,2.4234,218500.0,0.0,0.0,1.0,0.0,3.0234798314268514
-122.25,37.83,52.0,1105.0,1786.0,1037.0,3.0897,234100.0,0.0,0.0,1.0,0.0,4.040501446480231
-122.23,37.84,50.0,399.0,970.0,373.0,5.8596,327600.0,0.0,0.0,1.0,0.0,6.742627345844504
-122.23,37.84,47.0,454.0,1098.0,485.0,5.2868,347600.0,0.0,0.0,1.0,0.0,6.546391752577319
-122.24,37.83,41.0,406.0,794.0,376.0,5.956,366100.0,0.0,0.0,1.0,0.0,6.851063829787234
-122.24,37.85,37.0,54.0,98.0,47.0,4.9643,335000.0,0.0,0.0,1.0,0.0,7.1063829787234045
-122.23,37.85,52.0,411.0,1061.0,403.0,6.3434,373600.0,0.0,0.0,1.0,0.0,6.947890818858561
-122.24,37.84,52.0,574.0,1177.0,555.0,5.1773,389500.0,0.0,0.0,1.0,0.0,6.358558558558559
-122.24,37.85,52.0,365.0,901.0,367.0,7.2354,391100.0,0.0,0.0,1.0,0.0,7.11716621253406
-122.22,37.85,28.0,1048.0,2031.0,956.0,5.457,337300.0,0.0,0.0,1.0,0.0,5.5303347280334725
-122.22,37.84,50.0,473.0,1031.0,479.0,7.5,295200.0,0.0,0.0,1.0,0.0,6.127348643006263
-122.21,37.84,44.0,597.0,1358.0,597.0,6.0194,292300.0,0.0,0.0,1.0,0.0,5.735343383584589
-122.21,37.83,40.0,674.0,1616.0,654.0,7.5544,411500.0,0.0,0.0,1.0,0.0,7.631498470948012
-122.2,37.84,30.0,346.0,844.0,343.0,6.0666,311500.0,0.0,0.0,1.0,0.0,6.446064139941691
-122.21,37.84,34.0,490.0,1140.0,496.0,7.0548,325900.0,0.0,0.0,1.0,0.0,6.125
-122.19,37.84,18.0,210.0,533.0,194.0,11.6017,392600.0,0.0,0.0,1.0,0.0,8.335051546391753
-122.2,37.84,35.0,460.0,1072.0,443.0,7.4882,319300.0,0.0,0.0,1.0,0.0,6.467268623024831
-122.21,37.83,34.0,788.0,1627.0,766.0,6.8976,333300.0,0.0,0.0,1.0,0.0,6.6122715404699735
-122.19,37.83,28.0,184.0,463.0,190.0,8.2049,335200.0,0.0,0.0,1.0,0.0,6.978947368421053
-122.2,37.83,26.0,223.0,542.0,211.0,8.401,351200.0,0.0,0.0,1.0,0.0,7.530805687203792
-122.19,37.83,29.0,271.0,661.0,269.0,6.8538,368900.0,0.0,0.0,1.0,0.0,6.657992565055762
-122.19,37.82,32.0,264.0,635.0,263.0,8.317,365900.0,0.0,0.0,1.0,0.0,6.977186311787072
-122.2,37.82,37.0,181.0,420.0,176.0,7.0175,366700.0,0.0,0.0,1.0,0.0,6.982954545454546
-122.2,37.82,39.0,534.0,1265.0,500.0,6.3302,362800.0,0.0,0.0,1.0,0.0,7.54
-122.18,37.81,30.0,38.0,126.0,52.0,6.3624,483300.0,0.0,0.0,1.0,0.0,5.615384615384615
-122.21,37.82,52.0,333.0,813.0,350.0,7.0549,331400.0,0.0,0.0,1.0,0.0,6.785714285714286
-122.2,37.81,45.0,436.0,1067.0,426.0,6.7851,323500.0,0.0,0.0,1.0,0.0,6.957746478873239
-122.21,37.8,50.0,605.0,1260.0,552.0,2.8929,216700.0,0.0,0.0,1.0,0.0,5.132246376811594
-122.21,37.8,38.0,535.0,951.0,487.0,3.0812,233100.0,0.0,0.0,1.0,0.0,4.628336755646817
-122.21,37.81,52.0,212.0,510.0,224.0,5.2402,296400.0,0.0,0.0,1.0,0.0,6.200892857142857
-122.22,37.81,52.0,335.0,765.0,308.0,6.5217,273700.0,0.0,0.0,1.0,0.0,6.39935064935065
-122.22,37.8,52.0,465.0,1129.0,460.0,3.2632,227700.0,0.0,0.0,1.0,0.0,4.745652173913044
-122.22,37.8,52.0,464.0,1073.0,441.0,3.0298,199600.0,0.0,0.0,1.0,0.0,5.183673469387755
-122.22,37.8,52.0,541.0,1185.0,515.0,4.5428,239800.0,0.0,0.0,1.0,0.0,5.283495145631068
-122.22,37.81,52.0,339.0,756.0,340.0,4.072,270100.0,0.0,0.0,1.0,0.0,5.952941176470588
-122.22,37.81,52.0,536.0,1034.0,521.0,5.3509,302100.0,0.0,0.0,1.0,0.0,5.65067178502879
-122.23,37.8,52.0,486.0,787.0,459.0,3.1603,269500.0,0.0,0.0,1.0,0.0,4.429193899782135
-122.23,37.81,52.0,229.0,612.0,213.0,4.7708,314700.0,0.0,0.0,1.0,0.0,6.727699530516432
-122.22,37.81,52.0,402.0,1021.0,380.0,8.1564,390100.0,0.0,0.0,1.0,0.0,7.7026315789473685
-122.23,37.81,52.0,292.0,861.0,258.0,8.8793,410300.0,0.0,0.0,1.0,0.0,8.972868217054264
-122.24,37.81,52.0,313.0,953.0,327.0,6.8591,352400.0,0.0,0.0,1.0,0.0,7.599388379204893
-122.24,37.81,52.0,238.0,634.0,256.0,6.0302,287300.0,0.0,0.0,1.0,0.0,5.8203125
-122.23,37.81,52.0,365.0,878.0,352.0,7.508,348700.0,0.0,0.0,1.0,0.0,7.994318181818182
-122.24,37.81,52.0,550.0,918.0,483.0,2.7477,243800.0,0.0,0.0,1.0,0.0,4.333333333333333
-122.24,37.8,52.0,168.0,360.0,175.0,2.1944,211500.0,0.0,0.0,1.0,0.0,5.074285714285714
-122.25,37.8,52.0,510.0,1197.0,488.0,3.0149,218400.0,0.0,0.0,1.0,0.0,4.276639344262295
-122.24,37.81,52.0,502.0,1048.0,518.0,3.675,269900.0,0.0,0.0,1.0,0.0,4.851351351351352
-122.25,37.81,46.0,835.0,1373.0,747.0,3.225,218800.0,0.0,0.0,1.0,0.0,4.326639892904953
-122.25,37.8,42.0,1065.0,1715.0,1015.0,2.9345,225000.0,0.0,0.0,1.0,0.0,4.059113300492611
-122.25,37.8,43.0,792.0,1359.0,722.0,2.1429,250000.0,0.0,0.0,1.0,0.0,3.2742382271468142
-122.25,37.8,41.0,469.0,1062.0,413.0,1.6121,171400.0,0.0,0.0,1.0,0.0,3.5617433414043584
-122.25,37.8,29.0,864.0,1335.0,773.0,1.3929,193800.0,0.0,0.0,1.0,0.0,3.1927554980595083
-122.24,37.79,27.0,492.0,1171.0,429.0,2.3173,125000.0,0.0,0.0,1.0,0.0,3.804195804195804
-122.25,37.79,45.0,526.0,1475.0,460.0,1.7772,97500.0,0.0,0.0,1.0,0.0,3.882608695652174
-122.25,37.79,50.0,188.0,742.0,196.0,2.6458,125000.0,0.0,0.0,1.0,0.0,3.2091836734693877
-122.25,37.79,52.0,391.0,1086.0,363.0,2.181,138800.0,0.0,0.0,1.0,0.0,3.6887052341597797
-122.25,37.8,36.0,606.0,1645.0,543.0,2.2303,116700.0,0.0,0.0,1.0,0.0,3.0902394106813995
-122.25,37.8,43.0,647.0,1710.0,644.0,1.6504,151800.0,0.0,0.0,1.0,0.0,3.639751552795031
-122.24,37.8,52.0,228.0,731.0,228.0,2.2697,127000.0,0.0,0.0,1.0,0.0,4.368421052631579
-122.24,37.8,52.0,373.0,1118.0,347.0,2.1563,128600.0,0.0,0.0,1.0,0.0,4.585014409221902
-122.24,37.8,52.0,398.0,1006.0,335.0,2.1348,140600.0,0.0,0.0,1.0,0.0,4.7343283582089555
-122.24,37.8,47.0,588.0,1213.0,554.0,2.6292,182700.0,0.0,0.0,1.0,0.0,3.693140794223827
-122.23,37.8,52.0,289.0,772.0,257.0,2.3833,146900.0,0.0,0.0,1.0,0.0,4.638132295719845
-122.24,37.8,52.0,420.0,1321.0,401.0,2.957,122800.0,0.0,0.0,1.0,0.0,4.496259351620948
-122.24,37.8,49.0,749.0,1487.0,677.0,2.5238,169300.0,0.0,0.0,1.0,0.0,4.192023633677991
-122.23,37.8,52.0,184.0,488.0,186.0,1.9375,126600.0,0.0,0.0,1.0,0.0,4.209677419354839
-122.23,37.8,51.0,414.0,949.0,392.0,1.9028,127900.0,0.0,0.0,1.0,0.0,4.0561224489795915
-122.23,37.8,50.0,480.0,1149.0,415.0,2.25,123500.0,0.0,0.0,1.0,0.0,4.20722891566265
-122.23,37.8,52.0,299.0,844.0,280.0,2.3929,111900.0,0.0,0.0,1.0,0.0,4.4714285714285715
-122.23,37.79,43.0,1344.0,4367.0,1231.0,2.1917,112800.0,0.0,0.0,1.0,0.0,4.844029244516653
-122.23,37.79,52.0,395.0,1659.0,412.0,2.9357,107900.0,0.0,0.0,1.0,0.0,4.327669902912621
-122.23,37.79,30.0,264.0,1011.0,263.0,1.8854,137500.0,0.0,0.0,1.0,0.0,3.7984790874524714
-122.24,37.79,39.0,431.0,1464.0,389.0,2.1638,105500.0,0.0,0.0,1.0,0.0,3.776349614395887
-122.24,37.79,47.0,395.0,1237.0,303.0,2.125,95500.0,0.0,0.0,1.0,0.0,4.528052805280528
-122.24,37.79,52.0,180.0,647.0,168.0,3.375,116100.0,0.0,0.0,1.0,0.0,4.011904761904762
-122.24,37.79,43.0,376.0,1284.0,357.0,2.2542,112200.0,0.0,0.0,1.0,0.0,4.554621848739496
-122.25,37.79,51.0,43.0,228.0,55.0,2.1,75000.0,0.0,0.0,1.0,0.0,3.1818181818181817
-122.25,37.79,39.0,129.0,381.0,123.0,1.6,112500.0,0.0,0.0,1.0,0.0,3.747967479674797
-122.25,37.79,52.0,237.0,846.0,227.0,3.625,125000.0,0.0,0.0,1.0,0.0,3.973568281938326
-122.26,37.8,20.0,779.0,1659.0,676.0,1.6929,115000.0,0.0,0.0,1.0,0.0,3.510355029585799
-122.22,37.77,52.0,128.0,520.0,138.0,1.6471,95000.0,0.0,0.0,1.0,0.0,2.8333333333333335
-122.22,37.77,52.0,301.0,866.0,259.0,2.59,96400.0,0.0,0.0,1.0,0.0,4.38996138996139
-122.23,37.77,52.0,206.0,612.0,183.0,2.57,72000.0,0.0,0.0,1.0,0.0,4.202185792349726
-122.23,37.78,52.0,146.0,415.0,126.0,2.6429,71300.0,0.0,0.0,1.0,0.0,3.746031746031746
-122.23,37.78,52.0,215.0,994.0,213.0,3.0257,80800.0,0.0,0.0,1.0,0.0,4.046948356807512
-122.22,37.78,50.0,530.0,1525.0,477.0,1.4886,128800.0,0.0,0.0,1.0,0.0,4.0251572327044025
-122.23,37.78,43.0,472.0,1506.0,438.0,1.9338,112500.0,0.0,0.0,1.0,0.0,3.2420091324200913
-122.23,37.78,52.0,258.0,1008.0,255.0,1.4844,119400.0,0.0,0.0,1.0,0.0,3.8666666666666667
-122.23,37.78,44.0,825.0,2813.0,751.0,1.6009,118100.0,0.0,0.0,1.0,0.0,3.1158455392809588
-122.23,37.79,48.0,396.0,1481.0,343.0,2.0375,122500.0,0.0,0.0,1.0,0.0,4.944606413994169
-122.23,37.79,49.0,217.0,859.0,219.0,2.293,106300.0,0.0,0.0,1.0,0.0,5.365296803652968
-122.22,37.79,37.0,574.0,1608.0,523.0,2.1494,132500.0,0.0,0.0,1.0,0.0,4.479923518164436
-122.23,37.79,30.0,145.0,425.0,140.0,1.6198,122700.0,0.0,0.0,1.0,0.0,4.357142857142857
-122.23,37.79,40.0,199.0,564.0,184.0,1.3281,113300.0,0.0,0.0,1.0,0.0,5.054347826086956
-122.22,37.79,44.0,314.0,961.0,272.0,3.5156,109500.0,0.0,0.0,1.0,0.0,5.466911764705882
-122.22,37.79,52.0,690.0,2273.0,685.0,3.9048,164700.0,0.0,0.0,1.0,0.0,4.998540145985402
-122.21,37.79,52.0,190.0,600.0,195.0,3.0893,125000.0,0.0,0.0,1.0,0.0,3.9076923076923076
-122.22,37.79,46.0,575.0,1647.0,527.0,2.6042,124700.0,0.0,0.0,1.0,0.0,4.489563567362429
-122.22,37.79,49.0,450.0,1201.0,424.0,2.5,136700.0,0.0,0.0,1.0,0.0,4.306603773584905
-122.22,37.79,38.0,711.0,2167.0,659.0,2.7969,141700.0,0.0,0.0,1.0,0.0,4.626707132018209
-122.2,37.79,29.0,376.0,939.0,340.0,2.8321,150000.0,0.0,0.0,1.0,0.0,4.823529411764706
-122.21,37.79,47.0,307.0,859.0,292.0,2.9583,138800.0,0.0,0.0,1.0,0.0,5.284246575342466
-122.21,37.79,34.0,557.0,1517.0,516.0,2.8365,139200.0,0.0,0.0,1.0,0.0,4.5813953488372094
-122.21,37.79,35.0,409.0,1143.0,386.0,2.875,143800.0,0.0,0.0,1.0,0.0,4.520725388601036
-122.21,37.8,39.0,500.0,1109.0,464.0,3.0682,156500.0,0.0,0.0,1.0,0.0,4.316810344827586
-122.21,37.8,39.0,447.0,1221.0,446.0,3.0757,151000.0,0.0,0.0,1.0,0.0,4.524663677130045
-122.2,37.8,43.0,499.0,1115.0,455.0,4.9559,273000.0,0.0,0.0,1.0,0.0,6.6923076923076925
-122.2,37.8,52.0,293.0,706.0,268.0,4.7721,217100.0,0.0,0.0,1.0,0.0,5.772388059701493
-122.21,37.8,52.0,711.0,1883.0,706.0,3.4861,187100.0,0.0,0.0,1.0,0.0,4.984419263456091
-122.2,37.8,41.0,354.0,804.0,340.0,5.1184,239600.0,0.0,0.0,1.0,0.0,6.088235294117647
-122.21,37.8,48.0,263.0,506.0,252.0,4.0977,229700.0,0.0,0.0,1.0,0.0,5.242063492063492
-122.19,37.8,48.0,259.0,610.0,238.0,4.744,257300.0,0.0,0.0,1.0,0.0,7.117647058823529
-122.19,37.8,46.0,341.0,768.0,332.0,4.2727,246900.0,0.0,0.0,1.0,0.0,5.837349397590361
-122.19,37.79,50.0,195.0,462.0,184.0,2.9844,179900.0,0.0,0.0,1.0,0.0,5.260869565217392
-122.2,37.79,40.0,256.0,667.0,235.0,4.1739,169600.0,0.0,0.0,1.0,0.0,4.51063829787234
-122.2,37.8,46.0,405.0,1059.0,399.0,3.8487,203300.0,0.0,0.0,1.0,0.0,5.1152882205513786
-122.19,37.8,52.0,271.0,637.0,277.0,4.0114,263400.0,0.0,0.0,1.0,0.0,6.5451263537906135
