,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,rooms_per_household,rooms_per_person
23,-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,99700.0,0.0,0.0,0.0,1.0,0.0,5.193846153846154,1.9788980070339977
24,-122.27,37.84,52.0,2224.0,437.0,1006.0,422.0,2.6,132600.0,0.0,0.0,0.0,1.0,0.0,5.270142180094787,2.210735586481113
25,-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,107500.0,0.0,0.0,0.0,1.0,0.0,4.495798319327731,1.6876971608832807
26,-122.28,37.85,49.0,1130.0,244.0,607.0,239.0,2.4597,93800.0,0.0,0.0,0.0,1.0,0.0,4.7280334728033475,1.8616144975288302
27,-122.28,37.85,52.0,1898.0,421.0,1102.0,397.0,1.808,105500.0,0.0,0.0,0.0,1.0,0.0,4.7808564231738035,1.7223230490018149
28,-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,108900.0,0.0,0.0,0.0,1.0,0.0,4.40169133192389,1.8408488063660478
29,-122.28,37.84,52.0,729.0,160.0,395.0,155.0,1.6875,132000.0,0.0,0.0,0.0,1.0,0.0,4.703225806451613,1.8455696202531646
30,-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,122300.0,0.0,0.0,0.0,1.0,0.0,5.068783068783069,2.220162224797219
31,-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,115200.0,0.0,0.0,0.0,1.0,0.0,4.882086167800454,1.8433219178082192
32,-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,0.0,0.0,0.0,1.0,0.0,5.737313432835821,1.8732943469785575
33,-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,0.0,0.0,0.0,1.0,0.0,5.0303951367781155,2.1949602122015914
34,-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,0.0,0.0,0.0,1.0,0.0,4.972014925373134,2.118441971383148
35,-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,0.0,0.0,0.0,1.0,0.0,4.6022727272727275,2.1315789473684212
36,-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,0.0,0.0,0.0,1.0,0.0,4.807486631016043,1.8216818642350556
37,-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,0.0,0.0,0.0,1.0,0.0,3.7493796526054592,1.677025527192009
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,0.0,0.0,0.0,1.0,0.0,4.757281553398058,2.1335268505079825
39,-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,0.0,0.0,0.0,1.0,0.0,3.4942528735632186,1.766158315177923
40,-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,0.0,0.0,0.0,1.0,0.0,4.215189873417722,1.7600422832980973
41,-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,0.0,0.0,0.0,1.0,0.0,3.7590361445783134,1.8104448742746615
42,-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,0.0,0.0,0.0,1.0,0.0,3.7724867724867726,1.5432900432900434
43,-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,0.0,0.0,0.0,1.0,0.0,4.797979797979798,2.0342612419700212
44,-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,0.0,0.0,0.0,1.0,0.0,4.941780821917808,2.1863636363636365
45,-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,0.0,0.0,0.0,1.0,0.0,4.335078534031414,2.3064066852367686
46,-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,0.0,0.0,0.0,1.0,0.0,3.700657894736842,1.8262987012987013
47,-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,0.0,0.0,0.0,1.0,0.0,3.9802371541501977,1.8046594982078854
48,-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,0.0,0.0,0.0,1.0,0.0,3.9,1.475177304964539
49,-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,0.0,0.0,0.0,1.0,0.0,2.6875,1.3514285714285714
50,-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,0.0,0.0,0.0,1.0,0.0,2.045662100456621,1.2190476190476192
51,-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,0.0,0.0,0.0,1.0,0.0,4.58968058968059,1.7606032045240338
52,-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,0.0,0.0,0.0,1.0,0.0,4.473611111111111,1.6442062276671772
53,-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,0.0,0.0,0.0,1.0,0.0,4.075,1.4027538726333908
54,-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,0.0,0.0,0.0,1.0,0.0,5.021459227467811,1.6690442225392297
55,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,0.0,0.0,0.0,1.0,0.0,4.295454545454546,1.640625
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,0.0,0.0,0.0,1.0,0.0,4.77992277992278,1.9903536977491962
57,-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,0.0,0.0,0.0,1.0,0.0,6.102459016393443,2.04532967032967
58,-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,0.0,0.0,0.0,1.0,0.0,4.5625,1.2914338919925512
59,-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,0.0,0.0,0.0,1.0,0.0,2.7719298245614037,1.6808510638297873
60,-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,0.0,0.0,0.0,1.0,0.0,5.994652406417113,2.023465703971119
61,-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,0.0,0.0,0.0,1.0,0.0,5.869565217391305,1.569767441860465
62,-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,0.0,0.0,0.0,1.0,0.0,6.229508196721311,2.0159151193633953
63,-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,0.0,0.0,0.0,1.0,0.0,7.69811320754717,2.349328214971209
64,-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,0.0,0.0,0.0,1.0,0.0,6.225563909774436,2.1122448979591835
65,-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,0.0,0.0,0.0,1.0,0.0,5.401069518716578,1.6721854304635762
66,-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,0.0,0.0,0.0,1.0,0.0,4.382530120481928,1.8464467005076142
67,-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,0.0,0.0,0.0,1.0,0.0,6.98639455782313,2.08739837398374
68,-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,0.0,0.0,0.0,1.0,0.0,6.975609756097561,2.0875912408759123
69,-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,0.0,0.0,0.0,1.0,0.0,4.584288052373159,1.5364783324190894
70,-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,0.0,0.0,0.0,1.0,0.0,6.047244094488189,1.9591836734693877
71,-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,0.0,0.0,0.0,1.0,0.0,3.375451263537906,1.6065292096219932
72,-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,0.0,0.0,0.0,1.0,0.0,5.552631578947368,1.5071428571428571
73,-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,0.0,0.0,0.0,1.0,0.0,1.7142857142857142,0.6666666666666666
74,-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,0.0,0.0,0.0,1.0,0.0,6.2781954887218046,2.8793103448275863
75,-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,0.0,0.0,0.0,1.0,0.0,2.8177676537585423,1.6233595800524934
76,-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,0.0,0.0,0.0,1.0,0.0,5.724950884086444,2.3576051779935274
77,-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,0.0,0.0,0.0,1.0,0.0,5.830917874396135,1.6740638002773924
78,-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,0.0,0.0,0.0,1.0,0.0,5.369230769230769,1.6555977229601517
79,-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,0.0,0.0,0.0,1.0,0.0,4.412903225806452,1.9883720930232558
80,-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,0.0,0.0,0.0,1.0,0.0,3.1972318339100347,1.5172413793103448
81,-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,0.0,0.0,0.0,1.0,0.0,3.75,1.1475409836065573
82,-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,0.0,0.0,0.0,1.0,0.0,3.9080459770114944,1.7
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,0.0,0.0,0.0,1.0,0.0,2.490322580645161,1.115606936416185
84,-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,0.0,0.0,0.0,1.0,0.0,5.609467455621302,2.0299785867237685
85,-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,0.0,0.0,0.0,1.0,0.0,6.721739130434782,2.050397877984085
86,-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,0.0,0.0,0.0,1.0,0.0,2.3157894736842106,1.5120274914089347
87,-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,0.0,0.0,0.0,1.0,0.0,2.6515151515151514,1.6025641025641026
88,-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,0.0,0.0,0.0,1.0,0.0,2.6923076923076925,0.84
89,-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,162500.0,0.0,0.0,0.0,1.0,0.0,2.74585635359116,1.2425
90,-122.28,37.8,52.0,215.0,87.0,904.0,88.0,0.8668,137500.0,0.0,0.0,0.0,1.0,0.0,2.4431818181818183,0.23783185840707965
91,-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,162500.0,0.0,0.0,0.0,1.0,0.0,2.823529411764706,0.5026178010471204
92,-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,0.0,0.0,0.0,1.0,0.0,3.493377483443709,1.4693593314763231
93,-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,0.0,0.0,0.0,1.0,0.0,3.6723768736616704,1.2923888470233609
94,-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,0.0,0.0,0.0,1.0,0.0,2.294016358157555,1.5361775727875469
95,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,0.0,0.0,0.0,1.0,0.0,3.8949152542372882,2.244140625
96,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,0.0,0.0,0.0,1.0,0.0,3.681318681318681,1.6584158415841583
97,-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,0.0,0.0,0.0,1.0,0.0,2.9456,1.8191699604743083
98,-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,0.0,0.0,0.0,1.0,0.0,3.7071428571428573,1.9766050054406965
99,-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,0.0,0.0,0.0,1.0,0.0,3.7248,2.0208333333333335
100,-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,0.0,0.0,0.0,1.0,0.0,3.8784235136940546,2.2653140850565743
101,-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,0.0,0.0,0.0,1.0,0.0,3.745614035087719,2.1953727506426737
102,-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,0.0,0.0,0.0,1.0,0.0,3.5154975530179446,2.4078212290502794
103,-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,0.0,0.0,0.0,1.0,0.0,3.281721632196758,2.183339531424321
104,-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,0.0,0.0,0.0,1.0,0.0,6.184426229508197,2.2388724035608307
105,-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,0.0,0.0,0.0,1.0,0.0,4.442982456140351,2.857545839210155
106,-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,0.0,0.0,0.0,1.0,0.0,4.165876777251185,2.56268221574344
107,-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,0.0,0.0,0.0,1.0,0.0,4.848189415041783,2.410664819944598
108,-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,0.0,0.0,0.0,1.0,0.0,4.160847880299252,2.1953947368421054
109,-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,0.0,0.0,0.0,1.0,0.0,5.628458498023716,2.589090909090909
110,-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,0.0,0.0,0.0,1.0,0.0,3.7270058708414875,2.1090808416389812
111,-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,0.0,0.0,0.0,1.0,0.0,3.2530813475760065,2.26357918810749
112,-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,0.0,0.0,0.0,1.0,0.0,4.578034682080925,2.5303514376996805
113,-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,0.0,0.0,0.0,1.0,0.0,3.822274881516588,2.3896296296296295
114,-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,0.0,0.0,0.0,1.0,0.0,4.3951890034364265,2.3951310861423223
115,-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,0.0,0.0,0.0,1.0,0.0,3.0234798314268514,1.9632525410476935
116,-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,0.0,0.0,0.0,1.0,0.0,4.040501446480231,2.346024636058231
117,-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,0.0,0.0,0.0,1.0,0.0,6.742627345844504,2.5927835051546393
118,-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,0.0,0.0,0.0,1.0,0.0,6.546391752577319,2.8916211293260474
119,-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,0.0,0.0,0.0,1.0,0.0,6.851063829787234,3.2443324937027707
120,-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,0.0,0.0,0.0,1.0,0.0,7.1063829787234045,3.4081632653061225
121,-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,0.0,0.0,0.0,1.0,0.0,6.947890818858561,2.639019792648445
122,-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,0.0,0.0,0.0,1.0,0.0,6.358558558558559,2.998300764655905
123,-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,0.0,0.0,0.0,1.0,0.0,7.11716621253406,2.8990011098779136
124,-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,0.0,0.0,0.0,1.0,0.0,5.5303347280334725,2.603151157065485
125,-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,0.0,0.0,0.0,1.0,0.0,6.127348643006263,2.8467507274490784
126,-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,0.0,0.0,0.0,1.0,0.0,5.735343383584589,2.5213549337260677
127,-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,0.0,0.0,0.0,1.0,0.0,7.631498470948012,3.088490099009901
128,-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,0.0,0.0,0.0,1.0,0.0,6.446064139941691,2.6196682464454977
129,-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,0.0,0.0,0.0,1.0,0.0,6.125,2.6649122807017545
130,-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,0.0,0.0,0.0,1.0,0.0,8.335051546391753,3.0337711069418387
131,-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,0.0,0.0,0.0,1.0,0.0,6.467268623024831,2.672574626865672
132,-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,0.0,0.0,0.0,1.0,0.0,6.6122715404699735,3.1130915795943452
133,-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,0.0,0.0,0.0,1.0,0.0,6.978947368421053,2.863930885529158
134,-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,0.0,0.0,0.0,1.0,0.0,7.530805687203792,2.9317343173431736
135,-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,0.0,0.0,0.0,1.0,0.0,6.657992565055762,2.7095310136157336
136,-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,0.0,0.0,0.0,1.0,0.0,6.977186311787072,2.8897637795275593
137,-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,0.0,0.0,0.0,1.0,0.0,6.982954545454546,2.926190476190476
138,-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,0.0,0.0,0.0,1.0,0.0,7.54,2.9802371541501977
139,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,0.0,0.0,0.0,1.0,0.0,5.615384615384615,2.3174603174603177
140,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,0.0,0.0,0.0,1.0,0.0,6.785714285714286,2.921279212792128
141,-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,0.0,0.0,0.0,1.0,0.0,6.957746478873239,2.7778819119025306
142,-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,0.0,0.0,0.0,1.0,0.0,5.132246376811594,2.2484126984126984
143,-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,0.0,0.0,0.0,1.0,0.0,4.628336755646817,2.370136698212408
144,-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,0.0,0.0,0.0,1.0,0.0,6.200892857142857,2.723529411764706
145,-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,0.0,0.0,0.0,1.0,0.0,6.39935064935065,2.5764705882352943
146,-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,0.0,0.0,0.0,1.0,0.0,4.745652173913044,1.9335695305580158
147,-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,0.0,0.0,0.0,1.0,0.0,5.183673469387755,2.130475302889096
148,-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,0.0,0.0,0.0,1.0,0.0,5.283495145631068,2.2962025316455694
149,-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,0.0,0.0,0.0,1.0,0.0,5.952941176470588,2.677248677248677
150,-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,0.0,0.0,0.0,1.0,0.0,5.65067178502879,2.8471953578336557
151,-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,0.0,0.0,0.0,1.0,0.0,4.429193899782135,2.583227445997459
152,-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,0.0,0.0,0.0,1.0,0.0,6.727699530516432,2.3415032679738563
153,-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,0.0,0.0,0.0,1.0,0.0,7.7026315789473685,2.8667972575905973
154,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,0.0,0.0,0.0,1.0,0.0,8.972868217054264,2.6887340301974447
155,-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,0.0,0.0,0.0,1.0,0.0,7.599388379204893,2.6075550891920254
156,-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,0.0,0.0,0.0,1.0,0.0,5.8203125,2.3501577287066246
157,-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,0.0,0.0,0.0,1.0,0.0,7.994318181818182,3.20501138952164
158,-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,0.0,0.0,0.0,1.0,0.0,4.333333333333333,2.2799564270152506
159,-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,0.0,0.0,0.0,1.0,0.0,5.074285714285714,2.466666666666667
160,-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,0.0,0.0,0.0,1.0,0.0,4.276639344262295,1.7435254803675857
161,-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,0.0,0.0,0.0,1.0,0.0,4.851351351351352,2.3979007633587788
162,-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,0.0,0.0,0.0,1.0,0.0,4.326639892904953,2.353969410050983
163,-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,0.0,0.0,0.0,1.0,0.0,4.059113300492611,2.402332361516035
164,-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,0.0,0.0,0.0,1.0,0.0,3.2742382271468142,1.739514348785872
165,-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,0.0,0.0,0.0,1.0,0.0,3.5617433414043584,1.3851224105461393
166,-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,193800.0,0.0,0.0,0.0,1.0,0.0,3.1927554980595083,1.848689138576779
167,-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,0.0,0.0,0.0,1.0,0.0,3.804195804195804,1.3936806148590948
168,-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,0.0,0.0,0.0,1.0,0.0,3.882608695652174,1.2108474576271187
169,-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,125000.0,0.0,0.0,0.0,1.0,0.0,3.2091836734693877,0.8477088948787062
170,-122.25,37.79,52.0,1339.0,391.0,1086.0,363.0,2.181,138800.0,0.0,0.0,0.0,1.0,0.0,3.6887052341597797,1.232965009208103
171,-122.25,37.8,36.0,1678.0,606.0,1645.0,543.0,2.2303,116700.0,0.0,0.0,0.0,1.0,0.0,3.0902394106813995,1.0200607902735563
172,-122.25,37.8,43.0,2344.0,647.0,1710.0,644.0,1.6504,151800.0,0.0,0.0,0.0,1.0,0.0,3.639751552795031,1.3707602339181286
173,-122.24,37.8,52.0,996.0,228.0,731.0,228.0,2.2697,127000.0,0.0,0.0,0.0,1.0,0.0,4.368421052631579,1.362517099863201
174,-122.24,37.8,52.0,1591.0,373.0,1118.0,347.0,2.1563,128600.0,0.0,0.0,0.0,1.0,0.0,4.585014409221902,1.4230769230769231
